Datetime,C,T,Time,Date
09/19/2004 20:00:00,3.8,26.2,20:00:00,2004-09-19
09/19/2004 21:00:00,1.9,24.7,21:00:00,2004-09-19
09/19/2004 22:00:00,1.7,23.6,22:00:00,2004-09-19
09/19/2004 23:00:00,1.8,22.7,23:00:00,2004-09-19
09/20/2004 00:00:00,1.1,22.7,00:00:00,2004-09-20
09/20/2004 01:00:00,0.8,22.8,01:00:00,2004-09-20
09/20/2004 02:00:00,0.7,21.4,02:00:00,2004-09-20
09/20/2004 03:00:00,0.6,19.9,03:00:00,2004-09-20
09/20/2004 04:00:00,0.5,19.5,04:00:00,2004-09-20
09/20/2004 05:00:00,0.5,20.2,05:00:00,2004-09-20
09/20/2004 06:00:00,0.9,19.4,06:00:00,2004-09-20
09/20/2004 07:00:00,3.5,18.7,07:00:00,2004-09-20
09/20/2004 08:00:00,-200,20.1,08:00:00,2004-09-20
09/20/2004 09:00:00,5.7,23.5,09:00:00,2004-09-20
09/20/2004 10:00:00,3.5,26.4,10:00:00,2004-09-20
09/20/2004 11:00:00,3.7,29.9,11:00:00,2004-09-20
09/20/2004 12:00:00,3.1,31.5,12:00:00,2004-09-20
09/20/2004 13:00:00,3,30.2,13:00:00,2004-09-20
09/20/2004 14:00:00,2.6,30.5,14:00:00,2004-09-20
09/20/2004 15:00:00,2.4,31.8,15:00:00,2004-09-20
09/20/2004 16:00:00,2.6,34.3,16:00:00,2004-09-20
09/20/2004 17:00:00,5,34.1,17:00:00,2004-09-20
09/20/2004 18:00:00,5.6,30.5,18:00:00,2004-09-20
09/20/2004 19:00:00,6.5,28.1,19:00:00,2004-09-20
09/20/2004 20:00:00,4.1,26.5,20:00:00,2004-09-20
09/20/2004 21:00:00,2.1,24.8,21:00:00,2004-09-20
09/20/2004 22:00:00,2,23.9,22:00:00,2004-09-20
09/20/2004 23:00:00,1.4,23,23:00:00,2004-09-20
09/21/2004 00:00:00,0.8,23.5,00:00:00,2004-09-21
09/21/2004 01:00:00,0.8,22.3,01:00:00,2004-09-21
09/21/2004 02:00:00,0.6,22.1,02:00:00,2004-09-21
09/21/2004 03:00:00,0.5,21.8,03:00:00,2004-09-21
09/21/2004 04:00:00,0.4,20.8,04:00:00,2004-09-21
09/21/2004 05:00:00,0.6,18.8,05:00:00,2004-09-21
09/21/2004 06:00:00,1.4,18.3,06:00:00,2004-09-21
09/21/2004 07:00:00,5.6,18.2,07:00:00,2004-09-21
09/21/2004 08:00:00,7.3,19.6,08:00:00,2004-09-21
09/21/2004 09:00:00,5.3,22.6,09:00:00,2004-09-21
09/21/2004 10:00:00,4.4,25.8,10:00:00,2004-09-21
09/21/2004 11:00:00,3.1,28.5,11:00:00,2004-09-21
09/21/2004 12:00:00,3.3,30.1,12:00:00,2004-09-21
09/21/2004 13:00:00,3.8,29.4,13:00:00,2004-09-21
09/21/2004 14:00:00,2.3,29.2,14:00:00,2004-09-21
09/21/2004 15:00:00,2.6,30.5,15:00:00,2004-09-21
09/21/2004 16:00:00,3.2,31.5,16:00:00,2004-09-21
09/21/2004 17:00:00,5,31.2,17:00:00,2004-09-21
09/21/2004 18:00:00,5.6,28.5,18:00:00,2004-09-21
09/21/2004 19:00:00,5.4,26.7,19:00:00,2004-09-21
09/21/2004 20:00:00,4.4,24.8,20:00:00,2004-09-21
09/21/2004 21:00:00,2.4,23.6,21:00:00,2004-09-21
09/21/2004 22:00:00,1.5,23,22:00:00,2004-09-21
09/21/2004 23:00:00,1.3,22.1,23:00:00,2004-09-21
09/22/2004 00:00:00,1.1,22.6,00:00:00,2004-09-22
09/22/2004 01:00:00,1,21,01:00:00,2004-09-22
09/22/2004 02:00:00,0.6,23,02:00:00,2004-09-22
09/22/2004 03:00:00,0.5,19.8,03:00:00,2004-09-22
09/22/2004 04:00:00,0.6,18.3,04:00:00,2004-09-22
09/22/2004 05:00:00,0.8,18.1,05:00:00,2004-09-22
09/22/2004 06:00:00,1.5,18.3,06:00:00,2004-09-22
09/22/2004 07:00:00,4.1,18.5,07:00:00,2004-09-22
09/22/2004 08:00:00,5.5,20.1,08:00:00,2004-09-22
09/22/2004 09:00:00,5.5,23.5,09:00:00,2004-09-22
09/22/2004 10:00:00,3.7,26.8,10:00:00,2004-09-22
09/22/2004 11:00:00,3.3,29.1,11:00:00,2004-09-22
09/22/2004 12:00:00,2.5,30.8,12:00:00,2004-09-22
09/22/2004 13:00:00,2.6,27.9,13:00:00,2004-09-22
09/22/2004 14:00:00,2.2,28.5,14:00:00,2004-09-22
09/22/2004 15:00:00,2.6,30.2,15:00:00,2004-09-22
09/22/2004 16:00:00,2.9,32.9,16:00:00,2004-09-22
09/22/2004 17:00:00,5,32.2,17:00:00,2004-09-22
09/22/2004 18:00:00,5.1,28.8,18:00:00,2004-09-22
09/22/2004 19:00:00,5.2,26.7,19:00:00,2004-09-22
09/22/2004 20:00:00,3.8,24.6,20:00:00,2004-09-22
09/22/2004 21:00:00,2.2,23.4,21:00:00,2004-09-22
09/22/2004 22:00:00,2.1,22.5,22:00:00,2004-09-22
09/22/2004 23:00:00,1.8,22.9,23:00:00,2004-09-22
09/23/2004 00:00:00,1.6,22.2,00:00:00,2004-09-23
09/23/2004 01:00:00,1.4,21.4,01:00:00,2004-09-23
09/23/2004 02:00:00,0.8,22.2,02:00:00,2004-09-23
09/23/2004 03:00:00,0.5,22.4,03:00:00,2004-09-23
09/23/2004 04:00:00,-200,21.1,04:00:00,2004-09-23
09/23/2004 05:00:00,0.5,22.9,05:00:00,2004-09-23
09/23/2004 06:00:00,0.9,21.3,06:00:00,2004-09-23
09/23/2004 07:00:00,3.2,21.3,07:00:00,2004-09-23
09/23/2004 08:00:00,2.8,23.7,08:00:00,2004-09-23
09/23/2004 09:00:00,2.7,25,09:00:00,2004-09-23
09/23/2004 10:00:00,2.4,26.3,10:00:00,2004-09-23
09/23/2004 11:00:00,2.7,26.4,11:00:00,2004-09-23
09/23/2004 12:00:00,2.8,29.3,12:00:00,2004-09-23
09/23/2004 13:00:00,2.9,29,13:00:00,2004-09-23
09/23/2004 14:00:00,2.6,29.8,14:00:00,2004-09-23
09/23/2004 15:00:00,2.6,30.4,15:00:00,2004-09-23
09/23/2004 16:00:00,3.2,31.5,16:00:00,2004-09-23
09/23/2004 17:00:00,4.6,31.6,17:00:00,2004-09-23
09/23/2004 18:00:00,4.9,29,18:00:00,2004-09-23
09/23/2004 19:00:00,4.7,27.2,19:00:00,2004-09-23
09/23/2004 20:00:00,3.3,26.2,20:00:00,2004-09-23
09/23/2004 21:00:00,2.3,25.1,21:00:00,2004-09-23
09/23/2004 22:00:00,2.1,24.1,22:00:00,2004-09-23
09/23/2004 23:00:00,1.7,22.5,23:00:00,2004-09-23
09/24/2004 00:00:00,1,22.7,00:00:00,2004-09-24
09/24/2004 01:00:00,0.9,21.5,01:00:00,2004-09-24
09/24/2004 02:00:00,0.7,22.3,02:00:00,2004-09-24
09/24/2004 03:00:00,0.4,22.7,03:00:00,2004-09-24
09/24/2004 04:00:00,0.4,21.1,04:00:00,2004-09-24
09/24/2004 05:00:00,0.5,20.4,05:00:00,2004-09-24
09/24/2004 06:00:00,1.3,20.8,06:00:00,2004-09-24
09/24/2004 07:00:00,3.5,21.3,07:00:00,2004-09-24
09/24/2004 08:00:00,5.5,21.9,08:00:00,2004-09-24
09/24/2004 09:00:00,5.6,23,09:00:00,2004-09-24
09/24/2004 10:00:00,3.4,25.1,10:00:00,2004-09-24
09/24/2004 11:00:00,3.2,26.6,11:00:00,2004-09-24
09/24/2004 12:00:00,3.7,26.2,12:00:00,2004-09-24
09/24/2004 13:00:00,4.6,25.4,13:00:00,2004-09-24
09/24/2004 14:00:00,4.2,25.6,14:00:00,2004-09-24
09/24/2004 15:00:00,3.3,25.7,15:00:00,2004-09-24
09/24/2004 16:00:00,2.7,24.9,16:00:00,2004-09-24
09/24/2004 17:00:00,2.2,18.3,17:00:00,2004-09-24
09/24/2004 18:00:00,2.8,16.3,18:00:00,2004-09-24
09/24/2004 19:00:00,2.9,15.6,19:00:00,2004-09-24
09/24/2004 20:00:00,2,15.4,20:00:00,2004-09-24
09/24/2004 21:00:00,0.7,14,21:00:00,2004-09-24
09/24/2004 22:00:00,0.6,14.9,22:00:00,2004-09-24
09/24/2004 23:00:00,1.2,15.5,23:00:00,2004-09-24
09/25/2004 00:00:00,1.2,15.6,00:00:00,2004-09-25
09/25/2004 01:00:00,1.1,15.4,01:00:00,2004-09-25
09/25/2004 02:00:00,0.6,15.4,02:00:00,2004-09-25
09/25/2004 03:00:00,0.3,15.3,03:00:00,2004-09-25
09/25/2004 04:00:00,0.3,15.3,04:00:00,2004-09-25
09/25/2004 05:00:00,0.3,15.4,05:00:00,2004-09-25
09/25/2004 06:00:00,0.4,15.5,06:00:00,2004-09-25
09/25/2004 07:00:00,0.6,15.4,07:00:00,2004-09-25
09/25/2004 08:00:00,0.7,15.7,08:00:00,2004-09-25
09/25/2004 09:00:00,1,16.9,09:00:00,2004-09-25
09/25/2004 10:00:00,1.1,18.2,10:00:00,2004-09-25
09/25/2004 11:00:00,1.5,19.1,11:00:00,2004-09-25
09/25/2004 12:00:00,1.4,19.3,12:00:00,2004-09-25
09/25/2004 13:00:00,1.4,19.8,13:00:00,2004-09-25
09/25/2004 14:00:00,1,19.8,14:00:00,2004-09-25
09/25/2004 15:00:00,0.9,20.2,15:00:00,2004-09-25
09/25/2004 16:00:00,1.1,22.1,16:00:00,2004-09-25
09/25/2004 17:00:00,1.3,21.1,17:00:00,2004-09-25
09/25/2004 18:00:00,1.8,20.1,18:00:00,2004-09-25
09/25/2004 19:00:00,2.4,19.5,19:00:00,2004-09-25
09/25/2004 20:00:00,2.7,19.3,20:00:00,2004-09-25
09/25/2004 21:00:00,1.7,18.4,21:00:00,2004-09-25
09/25/2004 22:00:00,2.2,17.8,22:00:00,2004-09-25
09/25/2004 23:00:00,2.8,17.8,23:00:00,2004-09-25
09/26/2004 00:00:00,2.4,17,00:00:00,2004-09-26
09/26/2004 01:00:00,2.5,15.5,01:00:00,2004-09-26
09/26/2004 02:00:00,1.4,15.6,02:00:00,2004-09-26
09/26/2004 03:00:00,1.4,13.5,03:00:00,2004-09-26
09/26/2004 04:00:00,-200,13.4,04:00:00,2004-09-26
09/26/2004 05:00:00,0.9,12.5,05:00:00,2004-09-26
09/26/2004 06:00:00,0.6,13.6,06:00:00,2004-09-26
09/26/2004 07:00:00,1,12.2,07:00:00,2004-09-26
09/26/2004 08:00:00,1.6,14.6,08:00:00,2004-09-26
09/26/2004 09:00:00,0.9,19.8,09:00:00,2004-09-26
09/26/2004 10:00:00,0.9,21.6,10:00:00,2004-09-26
09/26/2004 11:00:00,1,22,11:00:00,2004-09-26
09/26/2004 12:00:00,1,22.7,12:00:00,2004-09-26
09/26/2004 13:00:00,0.9,22.3,13:00:00,2004-09-26
09/26/2004 14:00:00,0.9,22.1,14:00:00,2004-09-26
09/26/2004 15:00:00,0.9,22.1,15:00:00,2004-09-26
09/26/2004 16:00:00,0.9,23.4,16:00:00,2004-09-26
09/26/2004 17:00:00,2.7,23.1,17:00:00,2004-09-26
09/26/2004 18:00:00,2.2,21.5,18:00:00,2004-09-26
09/26/2004 19:00:00,3.3,20.3,19:00:00,2004-09-26
09/26/2004 20:00:00,2.1,19.6,20:00:00,2004-09-26
09/26/2004 21:00:00,1.8,18.7,21:00:00,2004-09-26
09/26/2004 22:00:00,1.9,18,22:00:00,2004-09-26
09/26/2004 23:00:00,2.3,17.1,23:00:00,2004-09-26
09/27/2004 00:00:00,1.9,16.6,00:00:00,2004-09-27
09/27/2004 01:00:00,1.3,15.9,01:00:00,2004-09-27
09/27/2004 02:00:00,1,14.9,02:00:00,2004-09-27
09/27/2004 03:00:00,0.6,14.1,03:00:00,2004-09-27
09/27/2004 04:00:00,0.6,14,04:00:00,2004-09-27
09/27/2004 05:00:00,0.9,14.1,05:00:00,2004-09-27
09/27/2004 06:00:00,1.5,14.4,06:00:00,2004-09-27
09/27/2004 07:00:00,5.5,15,07:00:00,2004-09-27
09/27/2004 08:00:00,4,16.9,08:00:00,2004-09-27
09/27/2004 09:00:00,1.8,19.7,09:00:00,2004-09-27
09/27/2004 10:00:00,1.9,22.2,10:00:00,2004-09-27
09/27/2004 11:00:00,1.7,23.7,11:00:00,2004-09-27
09/27/2004 12:00:00,1.6,21.9,12:00:00,2004-09-27
09/27/2004 13:00:00,1.9,22.3,13:00:00,2004-09-27
09/27/2004 14:00:00,1.6,23.8,14:00:00,2004-09-27
09/27/2004 15:00:00,1.8,23.3,15:00:00,2004-09-27
09/27/2004 16:00:00,2,24.2,16:00:00,2004-09-27
09/27/2004 17:00:00,3.1,25.1,17:00:00,2004-09-27
09/27/2004 18:00:00,3.9,22.3,18:00:00,2004-09-27
09/27/2004 19:00:00,4.3,20.8,19:00:00,2004-09-27
09/27/2004 20:00:00,3.5,19.1,20:00:00,2004-09-27
09/27/2004 21:00:00,2.4,18.1,21:00:00,2004-09-27
09/27/2004 22:00:00,1.5,17.4,22:00:00,2004-09-27
09/27/2004 23:00:00,1.3,16.7,23:00:00,2004-09-27
09/28/2004 00:00:00,1,17.1,00:00:00,2004-09-28
09/28/2004 01:00:00,0.8,15.3,01:00:00,2004-09-28
09/28/2004 02:00:00,0.5,15,02:00:00,2004-09-28
09/28/2004 03:00:00,0.4,14.4,03:00:00,2004-09-28
09/28/2004 04:00:00,0.5,12.8,04:00:00,2004-09-28
09/28/2004 05:00:00,0.7,11.9,05:00:00,2004-09-28
09/28/2004 06:00:00,1.2,12.1,06:00:00,2004-09-28
09/28/2004 07:00:00,2.4,13.5,07:00:00,2004-09-28
09/28/2004 08:00:00,4.3,14.4,08:00:00,2004-09-28
09/28/2004 09:00:00,4.1,17.8,09:00:00,2004-09-28
09/28/2004 10:00:00,3.7,21,10:00:00,2004-09-28
09/28/2004 11:00:00,3.4,24.5,11:00:00,2004-09-28
09/28/2004 12:00:00,3.8,26.4,12:00:00,2004-09-28
09/28/2004 13:00:00,4.1,25.2,13:00:00,2004-09-28
09/28/2004 14:00:00,3.4,26.1,14:00:00,2004-09-28
09/28/2004 15:00:00,2.3,26.2,15:00:00,2004-09-28
09/28/2004 16:00:00,3.2,28.9,16:00:00,2004-09-28
09/28/2004 17:00:00,4.8,28,17:00:00,2004-09-28
09/28/2004 18:00:00,6.7,24.7,18:00:00,2004-09-28
09/28/2004 19:00:00,7.5,23,19:00:00,2004-09-28
09/28/2004 20:00:00,4.5,20.9,20:00:00,2004-09-28
09/28/2004 21:00:00,2.1,19.8,21:00:00,2004-09-28
09/28/2004 22:00:00,1.5,19.8,22:00:00,2004-09-28
09/28/2004 23:00:00,1.1,18.6,23:00:00,2004-09-28
09/29/2004 00:00:00,1.1,17.2,00:00:00,2004-09-29
09/29/2004 01:00:00,0.9,16.3,01:00:00,2004-09-29
09/29/2004 02:00:00,0.5,17.4,02:00:00,2004-09-29
09/29/2004 03:00:00,0.4,15.5,03:00:00,2004-09-29
09/29/2004 04:00:00,-200,14.6,04:00:00,2004-09-29
09/29/2004 05:00:00,0.4,17.1,05:00:00,2004-09-29
09/29/2004 06:00:00,0.7,15.2,06:00:00,2004-09-29
09/29/2004 07:00:00,2,14.9,07:00:00,2004-09-29
09/29/2004 08:00:00,4.2,15.1,08:00:00,2004-09-29
09/29/2004 09:00:00,5.2,19,09:00:00,2004-09-29
09/29/2004 10:00:00,3.8,22.4,10:00:00,2004-09-29
09/29/2004 11:00:00,3.7,25.4,11:00:00,2004-09-29
09/29/2004 12:00:00,3.4,27.2,12:00:00,2004-09-29
09/29/2004 13:00:00,3.1,25.5,13:00:00,2004-09-29
09/29/2004 14:00:00,2.4,26.4,14:00:00,2004-09-29
09/29/2004 15:00:00,2.8,27.7,15:00:00,2004-09-29
09/29/2004 16:00:00,3.6,28.6,16:00:00,2004-09-29
09/29/2004 17:00:00,4,27.2,17:00:00,2004-09-29
09/29/2004 18:00:00,5.6,25.3,18:00:00,2004-09-29
09/29/2004 19:00:00,6.3,23.2,19:00:00,2004-09-29
09/29/2004 20:00:00,4.7,21.6,20:00:00,2004-09-29
09/29/2004 21:00:00,1.9,21.1,21:00:00,2004-09-29
09/29/2004 22:00:00,1.9,19.7,22:00:00,2004-09-29
09/29/2004 23:00:00,1.2,20.3,23:00:00,2004-09-29
09/30/2004 00:00:00,0.9,19.4,00:00:00,2004-09-30
09/30/2004 01:00:00,-200,18.3,01:00:00,2004-09-30
09/30/2004 02:00:00,-200,17.5,02:00:00,2004-09-30
09/30/2004 03:00:00,-200,19.2,03:00:00,2004-09-30
09/30/2004 04:00:00,-200,16.6,04:00:00,2004-09-30
09/30/2004 05:00:00,-200,17.5,05:00:00,2004-09-30
09/30/2004 06:00:00,-200,17.6,06:00:00,2004-09-30
09/30/2004 07:00:00,-200,18,07:00:00,2004-09-30
09/30/2004 08:00:00,-200,18.5,08:00:00,2004-09-30
09/30/2004 09:00:00,-200,18.6,09:00:00,2004-09-30
09/30/2004 10:00:00,-200,20.2,10:00:00,2004-09-30
09/30/2004 11:00:00,-200,21.3,11:00:00,2004-09-30
09/30/2004 12:00:00,1.7,24.6,12:00:00,2004-09-30
09/30/2004 13:00:00,1.7,24.6,13:00:00,2004-09-30
09/30/2004 14:00:00,2.2,25.6,14:00:00,2004-09-30
09/30/2004 15:00:00,2.8,26.1,15:00:00,2004-09-30
09/30/2004 16:00:00,3.9,25.8,16:00:00,2004-09-30
09/30/2004 17:00:00,6.5,25.4,17:00:00,2004-09-30
09/30/2004 18:00:00,6.3,24.6,18:00:00,2004-09-30
09/30/2004 19:00:00,5.7,23.6,19:00:00,2004-09-30
09/30/2004 20:00:00,4.4,22.6,20:00:00,2004-09-30
09/30/2004 21:00:00,1.6,22.1,21:00:00,2004-09-30
09/30/2004 22:00:00,1.5,22.1,22:00:00,2004-09-30
09/30/2004 23:00:00,1.7,21.1,23:00:00,2004-09-30
2004-01-10,1.9,20.3,00:00:00,2004-10-01
2004-01-10,1.6,19.4,01:00:00,2004-10-01
2004-01-10,1.3,19,02:00:00,2004-10-01
2004-01-10,0.8,20.2,03:00:00,2004-10-01
2004-01-10,0.6,19.8,04:00:00,2004-10-01
2004-01-10,0.7,19,05:00:00,2004-10-01
2004-01-10,1.6,18.8,06:00:00,2004-10-01
2004-01-10,2.9,20.2,07:00:00,2004-10-01
2004-01-10,4.1,20.8,08:00:00,2004-10-01
2004-01-10,3.7,22.3,09:00:00,2004-10-01
2004-01-10,3.6,23.2,10:00:00,2004-10-01
2004-01-10,3.4,23.8,11:00:00,2004-10-01
2004-01-10,3.7,23.5,12:00:00,2004-10-01
2004-01-10,4.1,23.9,13:00:00,2004-10-01
2004-01-10,3.2,-200,14:00:00,2004-10-01
2004-01-10,2.4,25.4,15:00:00,2004-10-01
2004-01-10,3.4,26.4,16:00:00,2004-10-01
2004-01-10,5.6,25.8,17:00:00,2004-10-01
2004-01-10,-200,25.3,18:00:00,2004-10-01
2004-01-10,-200,24.2,19:00:00,2004-10-01
2004-01-10,-200,22.8,20:00:00,2004-10-01
2004-01-10,-200,21.5,21:00:00,2004-10-01
2004-01-10,-200,21.3,22:00:00,2004-10-01
2004-01-10,-200,20.8,23:00:00,2004-10-01
2004-02-10,-200,20.6,00:00:00,2004-10-02
2004-02-10,-200,20.6,01:00:00,2004-10-02
2004-02-10,-200,20.4,02:00:00,2004-10-02
2004-02-10,-200,21.3,03:00:00,2004-10-02
2004-02-10,-200,20.5,04:00:00,2004-10-02
2004-02-10,-200,20.3,05:00:00,2004-10-02
2004-02-10,-200,20.1,06:00:00,2004-10-02
2004-02-10,-200,20.2,07:00:00,2004-10-02
2004-02-10,-200,21.1,08:00:00,2004-10-02
2004-02-10,-200,22.5,09:00:00,2004-10-02
2004-02-10,-200,24.2,10:00:00,2004-10-02
2004-02-10,-200,25.2,11:00:00,2004-10-02
2004-02-10,-200,25.8,12:00:00,2004-10-02
2004-02-10,-200,25.7,13:00:00,2004-10-02
2004-02-10,-200,25.8,14:00:00,2004-10-02
2004-02-10,-200,25.7,15:00:00,2004-10-02
2004-02-10,-200,26.5,16:00:00,2004-10-02
2004-02-10,-200,25.4,17:00:00,2004-10-02
2004-02-10,-200,24.4,18:00:00,2004-10-02
2004-02-10,-200,23.9,19:00:00,2004-10-02
2004-02-10,-200,22.9,20:00:00,2004-10-02
2004-02-10,-200,22.1,21:00:00,2004-10-02
2004-02-10,-200,20.8,22:00:00,2004-10-02
2004-02-10,-200,21.7,23:00:00,2004-10-02
2004-03-10,-200,21.1,00:00:00,2004-10-03
2004-03-10,-200,20.7,01:00:00,2004-10-03
2004-03-10,-200,21.2,02:00:00,2004-10-03
2004-03-10,-200,20.3,03:00:00,2004-10-03
2004-03-10,-200,20.2,04:00:00,2004-10-03
2004-03-10,-200,20.1,05:00:00,2004-10-03
2004-03-10,-200,19.9,06:00:00,2004-10-03
2004-03-10,-200,19.8,07:00:00,2004-10-03
2004-03-10,-200,20.4,08:00:00,2004-10-03
2004-03-10,-200,21.6,09:00:00,2004-10-03
2004-03-10,-200,23.5,10:00:00,2004-10-03
2004-03-10,-200,25.7,11:00:00,2004-10-03
2004-03-10,-200,26.6,12:00:00,2004-10-03
2004-03-10,-200,27.4,13:00:00,2004-10-03
2004-03-10,-200,27.4,14:00:00,2004-10-03
2004-03-10,-200,27.1,15:00:00,2004-10-03
2004-03-10,-200,26.9,16:00:00,2004-10-03
2004-03-10,-200,26.9,17:00:00,2004-10-03
2004-03-10,-200,24.7,18:00:00,2004-10-03
2004-03-10,-200,23.7,19:00:00,2004-10-03
2004-03-10,-200,22.7,20:00:00,2004-10-03
2004-03-10,-200,21.9,21:00:00,2004-10-03
2004-03-10,-200,22,22:00:00,2004-10-03
2004-03-10,-200,20.5,23:00:00,2004-10-03
2004-04-10,-200,19.8,00:00:00,2004-10-04
2004-04-10,-200,18.4,01:00:00,2004-10-04
2004-04-10,-200,18.9,02:00:00,2004-10-04
2004-04-10,-200,17.8,03:00:00,2004-10-04
2004-04-10,-200,17.1,04:00:00,2004-10-04
2004-04-10,-200,17.7,05:00:00,2004-10-04
2004-04-10,-200,17.1,06:00:00,2004-10-04
2004-04-10,-200,18.3,07:00:00,2004-10-04
2004-04-10,-200,18.5,08:00:00,2004-10-04
2004-04-10,-200,19.9,09:00:00,2004-10-04
2004-04-10,-200,22.9,10:00:00,2004-10-04
2004-04-10,-200,24.2,11:00:00,2004-10-04
2004-04-10,-200,25.8,12:00:00,2004-10-04
2004-04-10,-200,26,13:00:00,2004-10-04
2004-04-10,-200,27.1,14:00:00,2004-10-04
2004-04-10,-200,27.4,15:00:00,2004-10-04
2004-04-10,-200,28.9,16:00:00,2004-10-04
2004-04-10,-200,28.4,17:00:00,2004-10-04
2004-04-10,-200,26,18:00:00,2004-10-04
2004-04-10,-200,24.3,19:00:00,2004-10-04
2004-04-10,-200,23.3,20:00:00,2004-10-04
2004-04-10,-200,22.6,21:00:00,2004-10-04
2004-04-10,-200,21.2,22:00:00,2004-10-04
2004-04-10,-200,20.6,23:00:00,2004-10-04
2004-05-10,-200,20,00:00:00,2004-10-05
2004-05-10,-200,19.7,01:00:00,2004-10-05
2004-05-10,-200,20.8,02:00:00,2004-10-05
2004-05-10,-200,17.8,03:00:00,2004-10-05
2004-05-10,-200,18.8,04:00:00,2004-10-05
2004-05-10,-200,17.6,05:00:00,2004-10-05
2004-05-10,-200,17.4,06:00:00,2004-10-05
2004-05-10,-200,17.4,07:00:00,2004-10-05
2004-05-10,-200,18.5,08:00:00,2004-10-05
2004-05-10,-200,20.6,09:00:00,2004-10-05
2004-05-10,-200,23.9,10:00:00,2004-10-05
2004-05-10,-200,26,11:00:00,2004-10-05
2004-05-10,-200,28.6,12:00:00,2004-10-05
2004-05-10,-200,27.9,13:00:00,2004-10-05
2004-05-10,-200,28.4,14:00:00,2004-10-05
2004-05-10,-200,28.5,15:00:00,2004-10-05
2004-05-10,-200,30.8,16:00:00,2004-10-05
2004-05-10,-200,29.7,17:00:00,2004-10-05
2004-05-10,-200,27,18:00:00,2004-10-05
2004-05-10,-200,25.6,19:00:00,2004-10-05
2004-05-10,-200,23.9,20:00:00,2004-10-05
2004-05-10,-200,22.7,21:00:00,2004-10-05
2004-05-10,-200,21.8,22:00:00,2004-10-05
2004-05-10,-200,22.4,23:00:00,2004-10-05
2004-06-10,-200,21.7,00:00:00,2004-10-06
2004-06-10,-200,21.2,01:00:00,2004-10-06
2004-06-10,-200,19.3,02:00:00,2004-10-06
2004-06-10,-200,19.8,03:00:00,2004-10-06
2004-06-10,-200,20,04:00:00,2004-10-06
2004-06-10,-200,18.3,05:00:00,2004-10-06
2004-06-10,-200,18.1,06:00:00,2004-10-06
2004-06-10,-200,17.6,07:00:00,2004-10-06
2004-06-10,-200,18.3,08:00:00,2004-10-06
2004-06-10,-200,20.4,09:00:00,2004-10-06
2004-06-10,-200,22.5,10:00:00,2004-10-06
2004-06-10,-200,25.7,11:00:00,2004-10-06
2004-06-10,-200,26.8,12:00:00,2004-10-06
2004-06-10,-200,26,13:00:00,2004-10-06
2004-06-10,-200,26.3,14:00:00,2004-10-06
2004-06-10,-200,27.4,15:00:00,2004-10-06
2004-06-10,-200,29.6,16:00:00,2004-10-06
2004-06-10,-200,28.7,17:00:00,2004-10-06
2004-06-10,-200,25.7,18:00:00,2004-10-06
2004-06-10,-200,24.5,19:00:00,2004-10-06
2004-06-10,-200,23.3,20:00:00,2004-10-06
2004-06-10,-200,22.4,21:00:00,2004-10-06
2004-06-10,-200,22.7,22:00:00,2004-10-06
2004-06-10,-200,20.4,23:00:00,2004-10-06
2004-07-10,-200,20.3,00:00:00,2004-10-07
2004-07-10,-200,21.4,01:00:00,2004-10-07
2004-07-10,-200,20.3,02:00:00,2004-10-07
2004-07-10,-200,20.9,03:00:00,2004-10-07
2004-07-10,-200,19.9,04:00:00,2004-10-07
2004-07-10,-200,19.8,05:00:00,2004-10-07
2004-07-10,-200,20.1,06:00:00,2004-10-07
2004-07-10,-200,19.7,07:00:00,2004-10-07
2004-07-10,-200,20.9,08:00:00,2004-10-07
2004-07-10,-200,22.5,09:00:00,2004-10-07
2004-07-10,-200,23.5,10:00:00,2004-10-07
2004-07-10,-200,24.7,11:00:00,2004-10-07
2004-07-10,-200,27.1,12:00:00,2004-10-07
2004-07-10,-200,25.9,13:00:00,2004-10-07
2004-07-10,-200,26.9,14:00:00,2004-10-07
2004-07-10,-200,27.2,15:00:00,2004-10-07
2004-07-10,2.9,28.6,16:00:00,2004-10-07
2004-07-10,5.4,28,17:00:00,2004-10-07
2004-07-10,5.3,25.2,18:00:00,2004-10-07
2004-07-10,6.7,24,19:00:00,2004-10-07
2004-07-10,7,23.2,20:00:00,2004-10-07
2004-07-10,2.8,22.3,21:00:00,2004-10-07
2004-07-10,1.7,21.8,22:00:00,2004-10-07
2004-07-10,1.7,20.9,23:00:00,2004-10-07
2004-08-10,1.7,20.6,00:00:00,2004-10-08
2004-08-10,1.2,20.3,01:00:00,2004-10-08
2004-08-10,0.7,20.5,02:00:00,2004-10-08
2004-08-10,0.7,18.7,03:00:00,2004-10-08
2004-08-10,0.8,18.2,04:00:00,2004-10-08
2004-08-10,0.9,18.2,05:00:00,2004-10-08
2004-08-10,1.7,18.2,06:00:00,2004-10-08
2004-08-10,5.7,19.4,07:00:00,2004-10-08
2004-08-10,4.3,19.5,08:00:00,2004-10-08
2004-08-10,3.9,21.1,09:00:00,2004-10-08
2004-08-10,5.1,23.2,10:00:00,2004-10-08
2004-08-10,3.7,24.4,11:00:00,2004-10-08
2004-08-10,3.3,26.4,12:00:00,2004-10-08
2004-08-10,3.6,27.7,13:00:00,2004-10-08
2004-08-10,3.2,28,14:00:00,2004-10-08
